UserN,pro_N,K,TargetAtt,AccMeasure,acc_value,rKL_input,rKL_converged,rND_input,rND_converged,rRD_input,rRD_converged,secondsSpent
1000,548,10,3,positionDiff,0.147996,0.002423114132063407,0.001637418412522395,0.007789633075004533,0.00364389877520296,0.031057734097730483,0.01282529448640755,538.0533308982849
